question,answer,context
"Merkez, uzaktan eğitim faaliyetlerinde hangi tür idari ilişkileri yürütür?","Merkez, idari ilişkilerini yürütür.","MADDE 9 – (1) Müdürün görevleri şunlardır: c) Merkezin idari ilişkilerini yürütmek, personel ihtiyacını belirlemek ve Rektörlüğe sunmak."
"Merkez, uzaktan eğitim faaliyetlerinde hangi tür personel ihtiyacını belirler?","Merkez, personel ihtiyacını belirler ve Rektörlüğe sunar.","MADDE 9 – (1) Müdürün görevleri şunlardır: c) Merkezin idari ilişkilerini yürütmek, personel ihtiyacını belirlemek ve Rektörlüğe sunmak."
"Merkez, uzaktan eğitim faaliyetlerinde hangi tür işbirlikleri yapar?","Merkez, yurt içi ve yurt dışındaki araştırma ve uygulama merkezleri ile işbirliği yapar.",MADDE 9 – (1) Müdürün görevleri şunlardır: ç) Yurt içi ve yurt dışındaki araştırma ve uygulama merkezleri ile işbirliği yapmak.
"Merkez, uzaktan eğitim faaliyetlerinde hangi tür toplantılara başkanlık eder?","Merkez Müdürü, Yönetim Kurulu toplantılarına başkanlık eder.","MADDE 9 – (1) Müdürün görevleri şunlardır: a) Yönetim Kurulunu toplantıya çağırmak, başkanlık etmek ve alınan kararları uygulamak."
"Merkez, uzaktan eğitim faaliyetlerinde hangi tür kararları uygular?","Merkez Müdürü, Yönetim Kurulu tarafından alınan kararları uygular.","MADDE 9 – (1) Müdürün görevleri şunlardır: a) Yönetim Kurulunu toplantıya çağırmak, başkanlık etmek ve alınan kararları uygulamak."
"Merkez, uzaktan eğitim faaliyetlerinde hangi tür planları yapar?","Merkez, çalışma, hedef ve planlarını içeren yıllık faaliyet raporunu hazırlar.","MADDE 9 – (1) Müdürün görevleri şunlardır: b) Merkezin çalışma, hedef ve planlarını içeren yıllık faaliyet raporunu hazırlamak, Yönetim Kurulunun görüşü alındıktan sonra Rektörlüğe sunmak."
"Merkez, uzaktan eğitim faaliyetlerinde hangi tür hedefleri belirler?","Merkez, çalışma, hedef ve planlarını içeren yıllık faaliyet raporunu hazırlar.","MADDE 9 – (1) Müdürün görevleri şunlardır: b) Merkezin çalışma, hedef ve planlarını içeren yıllık faaliyet raporunu hazırlamak, Yönetim Kurulunun görüşü alındıktan sonra Rektörlüğe sunmak."
"Merkez, uzaktan eğitim faaliyetlerinde hangi tür çalışmaları yapar?","Merkez, çalışma, hedef ve planlarını içeren yıllık faaliyet raporunu hazırlar.","MADDE 9 – (1) Müdürün görevleri şunlardır: b) Merkezin çalışma, hedef ve planlarını içeren yıllık faaliyet raporunu hazırlamak, Yönetim Kurulunun görüşü alındıktan sonra Rektörlüğe sunmak."
"Merkez, uzaktan eğitim faaliyetlerinde hangi tür önerilerde bulunur?","Merkez, kendisine gelen iş ve proje tekliflerini değerlendirip, önerilerde bulunur.","MADDE 11 – (1) Yönetim Kurulunun görevleri şunlardır: ç) Merkeze gelen iş ve proje tekliflerini değerlendirip, önerilerde bulunmak."
Gebze Teknik Üniversitesi Nanoteknoloji Araştırma ve Uygulama Merkezi'nin (NanoTeM) temel amacı nedir?,"NanoTeM'in amacı, Gebze Teknik Üniversitesi Nanoteknoloji Araştırma ve Uygulama Merkezinin amaçlarına, faaliyet alanlarına, yönetim organlarına, yönetim organlarının görevlerine ve çalışma şekline ilişkin usul ve esasları düzenlemektir.","T.C. GEBZE TEKNİK ÜNİVERSİTESİ NANOTEKNOLOJİ ARAŞTIRMA VE UYGULAMA MERKEZİ YÖNETMELİĞİ Doküman No YN-0014 Yayın Tarihi 30.10.202 0 Revizyon Tarihi 02.10.2023 Revizyon No 1 Sayfa 4-1 Form No: FR-0375 Yayın Tarihi: 29.11 .2017 Değ.No:0 Değ.Tarihi: - BİRİNCİ BÖLÜM Başlangıç Hükümleri Amaç MADDE 1 - (1) Bu Yönetmeliğin amacı; Gebze Teknik Üniversitesi Nanoteknoloji Araştırma ve Uygulama Merkezinin amaçlarına, faaliyet alanlarına, yönetim organlarına, yönetim organlarının görevlerine ve çalışma şekline ilişkin usul ve esasları düzenlemektir."
NanoTeM hangi yasal dayanağa göre kurulmuştur?,4/11/1981 tarihli ve 2547 sayılı Yükseköğretim Kanununun 7 nci maddesinin birinci fıkrasının (d) bendinin (2) numaralı alt bendi ile 14 üncü maddesine.,"T.C. GEBZE TEKNİK ÜNİVERSİTESİ NANOTEKNOLOJİ ARAŞTIRMA VE UYGULAMA MERKEZİ YÖNETMELİĞİ Doküman No YN-0014 Yayın Tarihi 30.10.202 0 Revizyon Tarihi 02.10.2023 Revizyon No 1 Sayfa 4-1 Form No: FR-0375 Yayın Tarihi: 29.11 .2017 Değ.No:0 Değ.Tarihi: - BİRİNCİ BÖLÜM Başlangıç Hükümleri Dayanak MADDE 3 - (1) Bu Yönetmelik, 4/11/1981 tarihli ve 2547 sayılı Yükseköğretim Kanununun 7 nci maddesinin birinci fıkrasının (d) bendinin (2) numaralı alt bendi ile 14 üncü maddesine dayanılarak hazırlanmıştır."
NanoTeM'in faaliyet alanlarından bazıları nelerdir?,"NanoTeM'in faaliyet alanları arasında nanomalzeme geliştirme, karakterizasyon ve testleri, nano cihaz ve prototip aygıt üretimi, nanoteknoloji alanındaki gelişmeleri takip etme, eğitim faaliyetleri düzenleme, kamu ve özel sektör kuruluşlarıyla iş birliği yapma, danışmanlık hizmeti verme ve halkı bilgilendirme yer almaktadır.","T.C. GEBZE TEKNİK ÜNİVERSİTESİ NANOTEKNOLOJİ ARAŞTIRMA VE UYGULAMA MERKEZİ YÖNETMELİĞİ Doküman No YN-0014 Yayın Tarihi 30.10.202 0 Revizyon Tarihi 02.10.2023 Revizyon No 1 Sayfa 4-2 Form No: FR-0375 Yayın Tarihi: 29.11 .2017 Değ.No:0 Değ.Tarihi: - İKİNCİ BÖLÜM Merkezin Amaçları ve Faaliyet Alanları Merkezin faaliyet alanları MADDE 6 - (1) Merkezin faaliyet alanları şunlardır: a) Nanoteknolojik uygulamalar için sıfır boyutlu, iki boyutlu ve üç boyutlu nano -malzemeler geliştirmek, bu malzemelerin karakterizasyonlarını ve testlerini yapmak, bu malzemelere yönelik alt yapı kurmak, altyapıyı geliştirmek ve işletmek. b) Geliştirilen/ge liştirilmiş nano -malzeme ve nano yapıların teknolojik uygulamalara ilişkin testlerini yapmak. c) Geliştirilmiş malzeme ve yapıları kullanarak nano cihazlar ve prototip aygıtlar yapmak. ç) Nanoteknoloji alanında yeni gelişmeleri ve konuları takip etmek, bun lara ilişkin eylem ve yol haritaları belirlemek. d) Nanoteknoloji ile ilgili dünyadaki gelişmelere öncülük etmek ve bu amaçla özgün test sistemleri ve cihazlar geliştirmek. e) Eğitim faaliyetleri, konferans, çalıştay, panel, kurs, seminer, kongre ve bilims el toplantılar düzenlemek; yurt içinde ve yurt dışında bu tür etkinliklere katılmak. f) Disiplinlerarası alanlarla ilgili yurt içi ve yurt dışı projelerinde kamu kurumları ve özel sektör kuruluşlarıyla iş birliği içerisinde çalışmalar yürütmek ve çalışmal ara destek sağlamak. g) Kamu kurumları ve özel sektör kuruluşları ile uluslararası kuruluşlara ve kişilere ilgili mevzuat hükümleri çerçevesinde danışmanlık ve benzeri hizmetler vermek, bu hizmetlere ilişkin rapor düzenlemek. ğ) Ürün, yöntem ve teknolojile ri standartlaştırmak ve kalite kontrolleri ile ilgili çalışmalar yapmak. h) Merkezin faaliyet alanlarıyla ilgili konularda halkı bilgilendirmek için medya kuruluşları ile iş birliği yapmak, broşürler, kitaplar, videolar, basın bildirileri hazırlamak, topla ntılar düzenlemek. ı) Merkezin amaçlarına uygun diğer çalışmaları yapmak."
NanoTeM'in yönetim organları nelerdir?,"NanoTeM'in yönetim organları Müdür, Yönetim Kurulu ve Danışma Kuruludur.",T.C. GEBZE TEKNİK ÜNİVERSİTESİ NANOTEKNOLOJİ ARAŞTIRMA VE UYGULAMA MERKEZİ YÖNETMELİĞİ Doküman No YN-0014 Yayın Tarihi 30.10.202 0 Revizyon Tarihi 02.10.2023 Revizyon No 1 Sayfa 4-2 Form No: FR-0375 Yayın Tarihi: 29.11 .2017 Değ.No:0 Değ.Tarihi: - ÜÇÜNCÜ BÖLÜM Merkezin Yönetim Organları ve Görevleri Merkezin yönetim organları MADDE 7 - (1) Merkezin yönetim organları şunlardır: a) Müdür. b) Yönetim Kurulu. c) Danışma Kurulu.
Müdür nasıl atanır ve görev süresi ne kadardır?,"Müdür, Rektör tarafından üç yıllığına görevlendirilir ve tekrar görevlendirilebilir veya görevden alınabilir.","T.C. GEBZE TEKNİK ÜNİVERSİTESİ NANOTEKNOLOJİ ARAŞTIRMA VE UYGULAMA MERKEZİ YÖNETMELİĞİ Doküman No YN-0014 Yayın Tarihi 30.10.202 0 Revizyon Tarihi 02.10.2023 Revizyon No 1 Sayfa 4-2 Form No: FR-0375 Yayın Tarihi: 29.11 .2017 Değ.No:0 Değ.Tarihi: - ÜÇÜNCÜ BÖLÜM Merkezin Yönetim Organları ve Görevleri Müdür MADDE 8 - (1) Müdür, Merkezin faaliyet alanıyla ilgili çalışmaları bulunan Üniversite öğretim üyeleri arasından Rektör tarafından üç yıllığına görevlendirilir. Görev süresi sona eren Müdür tekrar görevlendirilebileceği gibi süresi bitmeden de aynı usulle görevden alınabilir. Müdürün görevden alınması veya Müdürün görev süresi dolmadan görevden ayrılması durumunda aynı usulle Rektör tarafından yeni bir Müdür görevlendirilir. Müdür, altı aydan kısa süreli izin ve görevlendirmelerde yardımcıların dan birini vekil olarak bırakır. Müdürlüğe vekâlet altı aydan fazla süremez. Altı aydan uzun süreli izin ve Üniversite dışı görevlendirmelerde yeni bir Müdür görevlendirilir. Müdür, Merkezin tüm faaliyetlerinden Rektöre karşı sorumludur."
Yönetim Kurulu kaç üyeden oluşur ve kararlar nasıl alınır?,Yönetim Kurulu yedi üyeden oluşur ve kararlar oy çokluğu ile alınır. Oylar eşit ise Müdürün oyu yönünde karar alınır.,"T.C. GEBZE TEKNİK ÜNİVERSİTESİ NANOTEKNOLOJİ ARAŞTIRMA VE UYGULAMA MERKEZİ YÖNETMELİĞİ Doküman No YN-0014 Yayın Tarihi 30.10.202 0 Revizyon Tarihi 02.10.2023 Revizyon No 1 Sayfa 4-3 Form No: FR-0375 Yayın Tarihi: 29.11 .2017 Değ.No:0 Değ.Tarihi: - ÜÇÜNCÜ BÖLÜM Merkezin Yönetim Organları ve Görevleri Yönetim Kurulu MADDE 10 - (1) Yönetim Kurulu; Müdürün başkanlığında, Merkezin faaliyet alanları ile il gili Üniversitede görevli öğretim elemanları arasından Müdürün önerisi üzerine Rektör tarafından üç yıllık süre için görevlendirilen altı üye olmak üzere toplam yedi üyeden oluşur. Görev süresi dolmadan ayrılan, altı aydan fazla izin alan veya Üniversite dışında görevlendirilen bir üyenin yerine aynı usulle görevlendirme yapılır. Yönetim Kurulu, Müdürün çağrısı üzerine üyelerin salt çoğunluğu ile en geç üç ayda bir toplanır ve kararlar oy çokluğu ile alınır. Oyların eşitliği halinde Müdürün oyu yönünde karar alınmış sayılır."
Danışma Kurulu'nun görevleri nelerdir?,"Danışma Kurulu, üniversitenin nanoteknoloji potansiyelinin artırılması, sanayi kuruluşlarıyla iş birliği, dış finans kaynaklarının değerlendirilmesi ve ulusal/uluslararası bağlantıların kolaylaştırılması konularında görüş ve öneriler sunar.","T.C. GEBZE TEKNİK ÜNİVERSİTESİ NANOTEKNOLOJİ ARAŞTIRMA VE UYGULAMA MERKEZİ YÖNETMELİĞİ Doküman No YN-0014 Yayın Tarihi 30.10.202 0 Revizyon Tarihi 02.10.2023 Revizyon No 1 Sayfa 4-3 Form No: FR-0375 Yayın Tarihi: 29.11 .2017 Değ.No:0 Değ.Tarihi: - ÜÇÜNCÜ BÖLÜM Merkezin Yönetim Organları ve Görevleri Danışma Kuru lu MADDE 12 - (1) Danışma Kurulu; Müdür ve müdür yardımcıları ile bilimsel ve teknolojik araştırma ve uygulamalarla doğrudan ilgisi olan, sahip olduğu birikim ve deneyimlerinden yararlanılabilecek Üniversite içindeki ve dışındaki kişiler arasından Yönetim K urulunun önerisi üzerine Rektör tarafından üç yıllık süre için görevlendirilen en az beş en çok otuz üyeden oluşur. Danışma Kurulu, Müdürün başkanlığında yılda en az bir kez toplanır. Danışma Kurulunun görevleri MADDE 13 - (1) Danışma Kurulunun görevleri şunlardır: a) Üniversitenin, nanoteknoloji konusundaki bilimsel ve teknolojik potansiyelinin artırılmasında Merkezin işlevleriyle ilgili olarak her türlü öneriyi sunmak, alınacak tedbirler ve yapılacak uygulamalar hakkında görüş bildirmek. b) Böl gedeki sanayi kuruluşları ile diğer bilimsel ve teknolojik kuruluşlarla iş birliği ortamının oluşturulup geliştirilmesine katkıda bulunacak görüşlerini bildirmek. c) Üniversite dışı finans kaynaklarının değerlendirilmesi konusunda görüş bildirmek ve bu yön de girişimlerde bulunulması için öneriler geliştirmek. ç) Merkezin amaç ve faaliyet alanlarıyla ilgili uzman kişilerin görüş ve düşüncelerinin alınmasına imkân sağlamak. d) Merkezin ulusal ve uluslararası bağlantılarını kolaylaştırmak üzere diğer üniversit elere bağlı merkezler, sanayi ve ilgili kamu kurumları arasında iş birliği ve koordinasyonu sağlamak konusunda görüş ve önerilerde bulunmak."
Merkezin personel ihtiyacı nasıl karşılanır?,"Merkezin personel ihtiyacı, 2457 sayılı Kanunun 13. maddesi uyarınca Rektör tarafından görevlendirilen personel ile karşılanır.","T.C. GEBZE TEKNİK ÜNİVERSİTESİ NANOTEKNOLOJİ ARAŞTIRMA VE UYGULAMA MERKEZİ YÖNETMELİĞİ Doküman No YN-0014 Yayın Tarihi 30.10.202 0 Revizyon Tarihi 02.10.2023 Revizyon No 1 Sayfa 4-4 Form No: FR-0375 Yayın Tarihi: 29.11 .2017 Değ.No:0 Değ.Tarihi: - DÖRDÜNCÜ BÖLÜM Çeşitli ve Son Hükümler Personel ihtiyacı MADDE 14 - (1) Merkezin akademik, teknik ve idari personel ihtiyacı, 2457 sayılı Kanunun 13 üncü maddesi uyarınca Rektör tarafından görevlendirilen personel ile karşılan ır."
Merkezde kullanılan ekipman ve demirbaşlar nasıl kullanılır?,"Merkezin çalışma amacına dayalı olarak yürütülen tüm araştırmalar ve hizmetler kapsamında alınan alet, ekipman ve demirbaşlar Merkez hizmetlerinde kullanılır.","T.C. GEBZE TEKNİK ÜNİVERSİTESİ NANOTEKNOLOJİ ARAŞTIRMA VE UYGULAMA MERKEZİ YÖNETMELİĞİ Doküman No YN-0014 Yayın Tarihi 30.10.202 0 Revizyon Tarihi 02.10.2023 Revizyon No 1 Sayfa 4-4 Form No: FR-0375 Yayın Tarihi: 29.11 .2017 Değ.No:0 Değ.Tarihi: - DÖRDÜNCÜ BÖLÜM Çeşitli ve Son Hükümler Ekipman ve demirbaşlar MADDE 15 - (1) Merkezin çalışma amacına dayalı olarak yürütülecek tüm araştırmalar ve hizmetler kapsamında alınan her türlü alet, ekipman ve demirbaşlar Merkez hizmetlerinde kullanılır."
Bu yönetmelikte hüküm bulunmayan durumlarda ne yapılır?,Bu yönetmelikte hüküm bulunmayan hallerde ilgili mevzuat hükümleri uygulanır.,T.C. GEBZE TEKNİK ÜNİVERSİTESİ NANOTEKNOLOJİ ARAŞTIRMA VE UYGULAMA MERKEZİ YÖNETMELİĞİ Doküman No YN-0014 Yayın Tarihi 30.10.202 0 Revizyon Tarihi 02.10.2023 Revizyon No 1 Sayfa 4-4 Form No: FR-0375 Yayın Tarihi: 29.11 .2017 Değ.No:0 Değ.Tarihi: - DÖRDÜNCÜ BÖLÜM Çeşitli ve Son Hükümler Hüküm bulunmayan haller MADDE 16 - (1) Bu Yönetmelikte hüküm bulunmayan hallerde ilgili mevzuat hükümleri uygulanır.
Önceki Gebze Teknik Üniversitesi Nanoteknoloji Araştırma ve Uygulama Merkezi yönetmeliği ne zaman yürürlükten kalkmıştır?,25/5/2004 tarihli ve 25472 sayılı Resmi Gazete'de yayımlanan Gebze Teknik Üniversitesi Nanoteknoloji Araştırma ve Uygulama Merkezi (GTÜ NAM) Kuruluş ve İşleyiş Yönetmeliği yürürlükten kaldırılmıştır.,T.C. GEBZE TEKNİK ÜNİVERSİTESİ NANOTEKNOLOJİ ARAŞTIRMA VE UYGULAMA MERKEZİ YÖNETMELİĞİ Doküman No YN-0014 Yayın Tarihi 30.10.202 0 Revizyon Tarihi 02.10.2023 Revizyon No 1 Sayfa 4-4 Form No: FR-0375 Yayın Tarihi: 29.11 .2017 Değ.No:0 Değ.Tarihi: - DÖRDÜNCÜ BÖLÜM Çeşitli ve Son Hükümler Yürürlükten kaldırılan yönetmelik MADDE 17 - (1) 25/5/2004 tarihli ve 25472 sayılı Resm î Gazete’de yayımlanan Gebze Teknik Üniversitesi Nanoteknoloji Araştırma ve Uygulama Merkezi (GTÜ NAM) Kuruluş ve İşleyiş Yönetmeliği yürürlükten kaldırılmıştır.
Bu yönetmelik ne zaman yürürlüğe girmiştir?,Bu yönetmelik yayımı tarihinde yürürlüğe girmiştir.,T.C. GEBZE TEKNİK ÜNİVERSİTESİ NANOTEKNOLOJİ ARAŞTIRMA VE UYGULAMA MERKEZİ YÖNETMELİĞİ Doküman No YN-0014 Yayın Tarihi 30.10.202 0 Revizyon Tarihi 02.10.2023 Revizyon No 1 Sayfa 4-4 Form No: FR-0375 Yayın Tarihi: 29.11 .2017 Değ.No:0 Değ.Tarihi: - DÖRDÜNCÜ BÖLÜM Çeşitli ve Son Hükümler Yürürlük MADDE 18 - (1) Bu Yönetmelik yayımı tarihinde yürürlüğe girer.
Bu yönetmeliğin yürütülmesinden kim sorumludur?,Bu yönetmelik hükümlerini Gebze Teknik Üniversitesi Rektörü yürütür.,T.C. GEBZE TEKNİK ÜNİVERSİTESİ NANOTEKNOLOJİ ARAŞTIRMA VE UYGULAMA MERKEZİ YÖNETMELİĞİ Doküman No YN-0014 Yayın Tarihi 30.10.202 0 Revizyon Tarihi 02.10.2023 Revizyon No 1 Sayfa 4-4 Form No: FR-0375 Yayın Tarihi: 29.11 .2017 Değ.No:0 Değ.Tarihi: - DÖRDÜNCÜ BÖLÜM Çeşitli ve Son Hükümler Yürütme MADDE 19 - (1) Bu Yönetmelik hükümlerini Gebze Teknik Üniversitesi Rektörü yürütür
